Analista,,,,,,
Fecha de inicio,27/12/2025 02:53 a. m.  GMT: 27/12/2025 09:53 a. m.,,,,,
Hoja de trabajo,LC006072_24,,,,,
Comentario,,,,,,
Métodos,"Au,Au",,,,,
,,,,,,
Método: Au (Llama),,,,,,
,,,,,,
27/12/2025,03:24:12 a. m.,PATRON,0.8898,,mg/L,0.4
27/12/2025,03:24:28 a. m.,BLANCO,-0.0032,,mg/L,72.5
27/12/2025,03:24:36 a. m.,REAGENT BLANK,0,,mg/L,>100
27/12/2025,03:24:56 a. m.,LC006072-001,0.2374,,mg/L,0.4
27/12/2025,03:25:08 a. m.,LC006072-002,0.1805,,mg/L,0.8
27/12/2025,03:25:22 a. m.,LC006072-003,0.0071,,mg/L,32.1
27/12/2025,03:25:40 a. m.,LC006072-004,0.1816,,mg/L,0.6
27/12/2025,03:25:54 a. m.,LC006072-005,0.1934,,mg/L,0.7
27/12/2025,03:26:10 a. m.,LC006072-006,0.0436,,mg/L,4.4
27/12/2025,03:26:26 a. m.,PATRON,0.8868,,mg/L,1.3
27/12/2025,03:26:42 a. m.,LC006072-007,0.0282,,mg/L,9.4
27/12/2025,03:26:56 a. m.,LC006072-008,0.0036,,mg/L,56.1
27/12/2025,03:27:14 a. m.,LC006072-009,0.0715,,mg/L,0.7
27/12/2025,03:27:32 a. m.,LC006072-010,0.0058,,mg/L,32.7
27/12/2025,03:27:46 a. m.,LC006072-011,0.1636,,mg/L,0.3
27/12/2025,03:28:02 a. m.,LC006072-012,0.0768,,mg/L,1.6
27/12/2025,03:28:16 a. m.,PATRON,0.8865,,mg/L,0.2
27/12/2025,03:28:32 a. m.,LC006072-013,1.0685,,mg/L,0.3
27/12/2025,03:28:46 a. m.,PATRON,0.8893,,mg/L,1.9
27/12/2025,03:29:10 a. m.,REAGENT BLANK,0,,mg/L,95.6
27/12/2025,03:29:28 a. m.,BLANCO,0.0062,,mg/L,63.3
,,,,,,
Método: Au AU ALTO (Llama),,,,,,
