Sample ID,Analyte Name,Reported Conc (Samp)
Celda #(F1+F2),Au 242.80,0.047
Puntual Noroeste,Au 242.80,0.054
Tubo 3,Au 242.80,0.025
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.015
Comp. Cabeza Columna,Au 242.80,0.082
Cabeza puntual retorno,Au 242.80,0.083
Celda # 11-A,Au 242.80,0.042
Celda # 11-B,Au 242.80,0.006
Celda # 11-C,Au 242.80,0.009
Celda # 6-F2,Au 242.80,0.02
Celda #5-9,Au 242.80,0.075
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.044
NE Tubo 4,Au 242.80,0.075
NE Tubo 5,Au 242.80,0.04
NE Tubo 6,Au 242.80,0.035
NE Tubo 7,Au 242.80,0.042
Barren Patios,Au 242.80,0.019
Especial 1,Au 242.80,0.294
Especial 2,Au 242.80,0.319
Especial 3,Au 242.80,0.049
Especial 4,Au 242.80,0.091
Especial 5,Au 242.80,0.161
