Analyst,,,,,,
Date Started,5/1/2025 5:27 AM  GMT: 5/1/2025 12:27 PM,,,,,
Worksheet,LC004357_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/1/2025,5:46:04 AM,PATRON,0.8878,,mg/L,1
5/1/2025,5:46:20 AM,BLANCO,0.0023,,mg/L,>100
5/1/2025,5:46:30 AM,REAGENT BLANK,0,,mg/L,22.9
5/1/2025,5:46:42 AM,LC004357-001,0.1404,,mg/L,1.4
5/1/2025,5:46:56 AM,LC004357-002,0.1108,,mg/L,0.6
5/1/2025,5:47:10 AM,LC004357-003,0.1845,,mg/L,1.3
5/1/2025,5:47:24 AM,LC004357-004,0.1569,,mg/L,0.6
5/1/2025,5:47:38 AM,LC004357-005,0.4246,,mg/L,0.5
5/1/2025,5:47:52 AM,LC004357-006,0.5741,,mg/L,0.4
5/1/2025,5:48:08 AM,PATRON,0.9056,,mg/L,1.3
5/1/2025,5:48:24 AM,LC004357-007,0.5508,,mg/L,0.6
5/1/2025,5:48:36 AM,LC004357-008,0.1155,,mg/L,2.4
5/1/2025,5:48:50 AM,LC004357-009,0.1523,,mg/L,0.5
5/1/2025,5:49:06 AM,LC004357-010,0.0092,,mg/L,5.1
5/1/2025,5:49:20 AM,LC004357-011,0.223,,mg/L,0.8
5/1/2025,5:49:34 AM,LC004357-012,0.1183,,mg/L,2.9
5/1/2025,5:49:48 AM,PATRON,0.8985,,mg/L,0.9
5/1/2025,5:50:00 AM,LC004357-013,0.0584,,mg/L,1.1
5/1/2025,5:50:14 AM,LC004357-014,0.0701,,mg/L,0.8
5/1/2025,5:50:30 AM,LC004357-015,0.0133,,mg/L,2.9
5/1/2025,5:50:44 AM,LC004357-016,1.1242,,mg/L,0.8
5/1/2025,5:50:58 AM,LC004357-017,0.1583,,mg/L,1.1
5/1/2025,5:51:12 AM,LC004357-018,0.1623,,mg/L,1.1
5/1/2025,5:51:26 AM,PATRON,0.9063,,mg/L,1.4
5/1/2025,5:51:40 AM,LC004357-019,0.2719,,mg/L,0.8
5/1/2025,5:51:52 AM,LC004357-020,0.1413,,mg/L,1.3
5/1/2025,5:52:06 AM,LC004357-021,0.0441,,mg/L,1.2
5/1/2025,5:52:22 AM,LC004357-022,0.0275,,mg/L,4
5/1/2025,5:52:40 AM,LC004357-023,0.0163,,mg/L,1.7
5/1/2025,5:52:52 AM,LC004357-024,0.1344,,mg/L,1.4
5/1/2025,5:53:10 AM,PATRON,0.9094,,mg/L,0.9
5/1/2025,5:53:22 AM,PATRON,0.9182,,mg/L,1.7
5/1/2025,5:54:06 AM,BLANCO,-0.0014,,mg/L,>100
5/1/2025,5:54:14 AM,REAGENT BLANK,0,,mg/L,12.1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
