Analyst,,,,,,
Date Started,8/3/2025 3:49 AM  GMT: 8/3/2025 10:49 AM,,,,,
Worksheet,LC005090_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
8/3/2025,4:14:26 AM,PATRON,0.9246,,mg/L,1.6
8/3/2025,4:14:38 AM,BLANCO,0.0053,,mg/L,56.2
8/3/2025,4:14:48 AM,REAGENT BLANK,0,,mg/L,>100
8/3/2025,4:15:12 AM,LC005090-001,0.0496,,mg/L,4.6
8/3/2025,4:15:26 AM,LC005090-002,-0.0003,,mg/L,>100
8/3/2025,4:15:54 AM,LC005090-004,0.1134,,mg/L,2
8/3/2025,4:16:08 AM,LC005090-005,0.3719,,mg/L,1.4
8/3/2025,4:16:24 AM,LC005090-006,0.1537,,mg/L,1.7
8/3/2025,4:16:40 AM,PATRON,0.8887,,mg/L,1.3
8/3/2025,4:16:58 AM,LC005090-007,0.3746,,mg/L,1.3
8/3/2025,4:17:12 AM,LC005090-008,0.1325,,mg/L,3.8
8/3/2025,4:17:28 AM,LC005090-009,0.3319,,mg/L,1.5
8/3/2025,4:17:42 AM,LC005090-010,0.0812,,mg/L,5.3
8/3/2025,4:17:56 AM,LC005090-011,0.0989,,mg/L,4
8/3/2025,4:18:10 AM,LC005090-012,0.0023,,mg/L,37.4
8/3/2025,4:18:42 AM,LC005090-013,0.2127,,mg/L,2.2
8/3/2025,4:18:56 AM,LC005090-014,0.6555,,mg/L,0.8
8/3/2025,4:19:10 AM,LC005090-015,0.1933,,mg/L,1
8/3/2025,4:19:24 AM,LC005090-016,0.09,,mg/L,4
8/3/2025,4:19:38 AM,LC005090-017,0.2208,,mg/L,1.6
8/3/2025,4:20:06 AM,PATRON,0.9128,,mg/L,1.3
8/3/2025,4:20:22 AM,LC005090-019,0.0917,,mg/L,2.8
8/3/2025,4:20:36 AM,LC005090-020,0.2148,,mg/L,2.2
8/3/2025,4:20:50 AM,LC005090-021,0.4592,,mg/L,0.6
8/3/2025,4:21:06 AM,PATRON,0.9273,,mg/L,2
8/3/2025,4:22:06 AM,PATRON,0.9222,,mg/L,1.5
8/3/2025,4:22:20 AM,BLANCO,0.0106,,mg/L,85.5
8/3/2025,4:22:30 AM,REAGENT BLANK,0,,mg/L,47.8
8/3/2025,4:23:24 AM,LC005090-018,0.0007,,mg/L,>100
8/3/2025,4:25:00 AM,LC005090-003,0.1156,,mg/L,0.9
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
