Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cab Columna,Untitled 000,0.672
Comp. Cola Columna,Untitled 000,0.403
Barren,Untitled 000,0.358
Cabeza puntual retorno,Untitled 000,0.65
Celda # 11-A,Untitled 000,0.218
Celda # 11-B,Untitled 000,0.262
Celda # 11-C,Untitled 000,9.132
Celda # 6-F2,Untitled 000,0.117
Celda #5-9,Untitled 000,0.675
Celda #(F1+F2),Untitled 000,0.657
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.347
NE Tubo 4,Untitled 000,0.337
NE Tubo 5,Untitled 000,0.049
NE Tubo 6,Untitled 000,0.451
NE Tubo 7,Untitled 000,0.25
Puntual Noroeste,Untitled 000,0.597
Barren Patios,Untitled 000,0.308
Tubo 3,Untitled 000,0.854
Especial 1,Untitled 000,2.389
Especial 2,Untitled 000,0.083
Especial 3,Untitled 000,0.031
Especial 4,Untitled 000,0.033
Especial 5,Untitled 000,0.047
Especial 6,Untitled 000,0.027
