Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.567
Comp. Cola Columna,Untitled 000,0.447
Barren,Untitled 000,0.467
Cabeza puntual retorno,Untitled 000,0.583
Celda # 11-A,Untitled 000,0.049
Celda # 11-B,Untitled 000,0.031
Celda # 11-C,Untitled 000,0.096
Celda #5-9,Untitled 000,0.917
Celda #(F1+F2),Untitled 000,0.654
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.671
NE Tubo 4,Untitled 000,0.953
NE Tubo 5,Untitled 000,0.537
NE Tubo 6,Untitled 000,0.121
NE Tubo 7,Untitled 000,0.188
Puntual Noroeste,Untitled 000,0.539
Barren Patios,Untitled 000,0.443
Tubo 3,Untitled 000,0.603
Especial 1,Untitled 000,0.074
Especial 2,Untitled 000,0.067
Especial 3,Untitled 000,0.059
Especial 4,Untitled 000,0.06
Especial 5,Untitled 000,0.25
Especial 6,Untitled 000,0.029
Columna #1,Untitled 000,0.497
Columna #2,Untitled 000,0.49
Columna #3,Untitled 000,0.383
Columna #4,Untitled 000,0.472
Columna #5,Untitled 000,0.481
