Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.641
Comp. Cola Columna,Untitled 000,0.342
Barren,Untitled 000,0.37
Cabeza puntual retorno,Untitled 000,0.639
Columna #1,Untitled 000,0.444
Columna #2,Untitled 000,0.429
Columna #3,Untitled 000,0.389
Columna #4,Untitled 000,0.344
Columna #5,Untitled 000,0.246
Celda # 11-A,Untitled 000,0.132
Celda # 11-B,Untitled 000,0.108
Celda # 11-C,Untitled 000,0.043
Celda #5-9,Untitled 000,0.04
Celda #(F1+F2),Untitled 000,0.612
NE Tubo 1,Untitled 000,0.028
NE Tubo 2,Untitled 000,0.224
NE Tubo 4,Untitled 000,0.291
NE Tubo 5,Untitled 000,0.104
NE Tubo 6,Untitled 000,0.175
NE Tubo 7,Untitled 000,1.176
Puntual Noroeste,Untitled 000,0.606
Barren Patios,Untitled 000,0.33
Tubo 3,Untitled 000,1.168
Especial 1,Untitled 000,0.075
Especial 2,Untitled 000,0.057
Especial 3,Untitled 000,0.729
Especial 4,Untitled 000,0.81
Especial 5,Untitled 000,0.067
