Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.198
Cabeza puntual retorno,Au 242.80,0.197
Celda #(F1+F2),Au 242.80,0.208
Puntual Noroeste,Au 242.80,0.079
Tubo 3,Au 242.80,0.025
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.016
Celda # 11-A,Au 242.80,0.039
Celda # 11-B,Au 242.80,0.011
Celda # 11-C,Au 242.80,0.007
Celda # 6-F2,Au 242.80,0.373
Celda #5-9,Au 242.80,0.120
NE Tubo 2,Au 242.80,0.187
NE Tubo 4,Au 242.80,0.017
NE Tubo 5,Au 242.80,0.018
NE Tubo 6,Au 242.80,0.019
NE Tubo 7,Au 242.80,0.029
Barren Patios,Au 242.80,0.014
Especial 1,Au 242.80,0.453
Especial 2,Au 242.80,0.107
Especial 3,Au 242.80,0.028
Especial 4,Au 242.80,0.014
Especial 5,Au 242.80,0.368
NE Tubo 1,Au 242.80,0.789
