Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.450
Cabeza puntual retorno,Ag 328.07,0.454
Celda #(F1+F2),Ag 328.07,0.496
Puntual Noroeste,Ag 328.07,0.618
Tubo 3,Ag 328.07,0.655
Comp. Cola Columna,Ag 328.07,0.222
Barren,Ag 328.07,0.218
Celda # 11-A,Ag 328.07,0.020
Celda # 11-B,Ag 328.07,0.020
Celda # 11-C,Ag 328.07,0.018
Celda # 6-F2,Ag 328.07,0.128
Celda #5-9,Ag 328.07,0.028
NE Tubo 1,Ag 328.07,0.506
NE Tubo 2,Ag 328.07,0.268
NE Tubo 4,Ag 328.07,0.447
NE Tubo 5,Ag 328.07,0.327
NE Tubo 6,Ag 328.07,0.223
NE Tubo 7,Ag 328.07,1.410
Barren Patios,Ag 328.07,0.216
Especial 1,Ag 328.07,0.025
Especial 2,Ag 328.07,0.049
Especial 3,Ag 328.07,0.023
Especial 4,Ag 328.07,0.025
Especial 5,Ag 328.07,0.037
