Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.166
Comp. Cola Columna,Untitled 000,1.719
Barren,Untitled 000,1.327
Cabeza puntual retorno,Untitled 000,2.362
Celda # 11-A,Untitled 000,0.514
Celda # 11-B,Untitled 000,0.557
Celda # 11-C,Untitled 000,0.29
Celda # 6-F2,Untitled 000,0.044
Celda #5-9,Untitled 000,1.132
Celda #(F1+F2),Untitled 000,2.367
NE Tubo 1,Untitled 000,0.026
NE Tubo 2,Untitled 000,0.294
NE Tubo 4,Untitled 000,2.678
NE Tubo 5,Untitled 000,2.972
NE Tubo 6,Untitled 000,1.046
NE Tubo 7,Untitled 000,3.408
Puntual Noroeste,Untitled 000,2.116
Tubo 3,Untitled 000,2.861
Especial 1,Untitled 000,0.08
Especial 2,Untitled 000,0.044
Especial 3,Untitled 000,0.342
Especial 4,Untitled 000,1.136
Especial 5,Untitled 000,0.438
