Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.042
Cabeza puntual retorno,Au 242.80,0.041
Celda #(F1+F2),Au 242.80,0.045
Puntual Noroeste,Au 242.80,0.045
Tubo 3,Au 242.80,0.068
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.002
Celda # 11-A,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.03
Celda # 11-C,Au 242.80,0.072
Celda #5-9,Au 242.80,0.028
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.023
NE Tubo 4,Au 242.80,0.011
NE Tubo 5,Au 242.80,0.017
NE Tubo 6,Au 242.80,0.028
NE Tubo 7,Au 242.80,0.039
Barren Patios,Au 242.80,0.003
Especial 1,Au 242.80,0.052
Especial 2,Au 242.80,0.058
Especial 3,Au 242.80,0.018
Especial 4,Au 242.80,0.006
Especial 5,Au 242.80,0.104
Columna #1,Au 242.80,0.044
Columna #2,Au 242.80,0.03
Columna #3,Au 242.80,0.021
Columna #4,Au 242.80,0.012
Columna #5,Au 242.80,0.002
