Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.089
Cabeza puntual retorno,Au 242.80,0.088
Celda # 6-F2,Au 242.80,0.211
Celda #5-9,Au 242.80,0.057
Celda #(F1+F2),Au 242.80,0.091
NE Tubo 1,Au 242.80,0.014
NE Tubo 2,Au 242.80,0.161
NE Tubo 4,Au 242.80,0.066
NE Tubo 5,Au 242.80,0.047
NE Tubo 6,Au 242.80,0.018
NE Tubo 7,Au 242.80,0.016
Puntual Noroeste,Au 242.80,0.075
Tubo 3,Au 242.80,0.066
Especial 1,Au 242.80,0.05
Especial 2,Au 242.80,0.041
Especial 3,Au 242.80,0.004
Especial 4,Au 242.80,0.022
Especial 5,Au 242.80,0.037
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.012
Celda # 11-A,Au 242.80,0.007
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.005
Barren Patios,Au 242.80,0.009
