Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.904
Comp. Cola Columna,Untitled 000,0.454
Barren,Untitled 000,0.438
Cabeza puntual retorno,Untitled 000,0.704
Celda # 11-A,Untitled 000,0.189
Celda # 11-B,Untitled 000,0.727
Celda # 11-C,Untitled 000,0.104
Celda #5-9,Untitled 000,0.651
Celda #(F1+F2),Untitled 000,0.859
NE Tubo 1,Untitled 000,0.021
NE Tubo 2,Untitled 000,0.292
NE Tubo 4,Untitled 000,0.517
NE Tubo 5,Untitled 000,0.035
NE Tubo 6,Untitled 000,0.052
NE Tubo 7,Untitled 000,1.147
Puntual Noroeste,Untitled 000,0.732
Barren Patios,Untitled 000,0.4
Tubo 3,Untitled 000,1.272
Especial 1,Untitled 000,2.655
Especial 2,Untitled 000,0.064
Especial 3,Untitled 000,0.034
Especial 4,Untitled 000,0.038
Especial 5,Untitled 000,0.057
Especial 6,Untitled 000,0.014
Columna #1,Untitled 000,0.618
Columna #2,Untitled 000,0.572
Columna #3,Untitled 000,0.489
Columna #4,Untitled 000,0.404
Columna #5,Untitled 000,0.279
