Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.178
Comp. Cola Columna,Untitled 000,1.404
Barren,Untitled 000,1.326
Cabeza puntual retorno,Untitled 000,2.172
Celda # 11-A,Untitled 000,0.544
Celda # 11-B,Untitled 000,0.05
Celda # 11-C,Untitled 000,0.465
Celda #5-9,Untitled 000,1.752
Celda #(F1+F2),Untitled 000,2.467
NE Tubo 1,Untitled 000,0.06
NE Tubo 2,Untitled 000,0.325
NE Tubo 4,Untitled 000,2.934
NE Tubo 5,Untitled 000,3.332
NE Tubo 6,Untitled 000,1.196
NE Tubo 7,Untitled 000,3.116
Puntual Noroeste,Untitled 000,2.527
Barren Patios,Untitled 000,13.72
Tubo 3,Untitled 000,3.173
Especial 1,Untitled 000,0.115
Especial 2,Untitled 000,0.043
Especial 3,Untitled 000,0.6
Especial 4,Untitled 000,1.392
Especial 5,Untitled 000,0.967
Especial 6,Untitled 000,0.812
Columna #1,Untitled 000,2.113
Columna #2,Untitled 000,2.013
Columna #3,Untitled 000,1.893
Columna #4,Untitled 000,1.664
Columna #5,Untitled 000,1.364
