"Analyst",""
"Date Started","5/30/2025 11:02 PM  GMT: 5/31/2025 6:02 AM"
"Worksheet","LC004593_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/30/2025","11:31:02 PM","PATRON",0.8868,"","mg/L",0.7
"5/30/2025","11:31:16 PM","BLANCO",0.0144,"","mg/L",12.6
"5/30/2025","11:31:26 PM","REAGENT BLANK",0.0000,"","mg/L",10.1
"5/30/2025","11:31:52 PM","LC004593-004",0.1315,"","mg/L",0.5
"5/30/2025","11:32:10 PM","LC004593-005",0.9230,"","mg/L",0.8
"5/30/2025","11:32:26 PM","LC004593-006",0.1669,"","mg/L",1.3
"5/30/2025","11:32:36 PM","LC004593-008","OVER","R","mg/L",0.0
"5/30/2025","11:32:54 PM","LC004593-010",-0.0013,"","mg/L",45.3
"5/30/2025","11:33:10 PM","LC004593-014",0.1273,"","mg/L",1.5
"5/30/2025","11:34:48 PM","PATRON",0.8787,"","mg/L",0.8
"5/30/2025","11:35:12 PM","LC004593-020",0.0456,"","mg/L",3.0
"5/30/2025","11:35:32 PM","LC004593-022",0.0030,"","mg/L",43.4
"5/30/2025","11:35:56 PM","PATRON",0.8782,"","mg/L",0.4
"5/30/2025","11:36:12 PM","BLANCO",0.0031,"","mg/L",">100"
"5/30/2025","11:36:46 PM","REAGENT BLANK",0.0000,"","mg/L",">100"
"5/30/2025","11:36:46 PM","LC003824-012","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"5/30/2025","11:44:02 PM","LC004593-008",1.1708,"","mg/L",0.4
"5/30/2025","11:44:02 PM","LC003824-012","","","mg/L",""
