Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.724
Comp. Cola Columna,Untitled 000,0.553
Barren,Untitled 000,0.530
Cabeza puntual retorno,Untitled 000,0.716
Celda # 11-A,Untitled 000,0.054
Celda # 11-B,Untitled 000,0.041
Celda # 11-C,Untitled 000,0.057
Celda #5-9,Untitled 000,2.032
Celda #(F1+F2),Untitled 000,0.665
NE Tubo 1,Untitled 000,0.057
NE Tubo 2,Untitled 000,0.464
NE Tubo 4,Untitled 000,1.533
NE Tubo 5,Untitled 000,0.811
NE Tubo 6,Untitled 000,0.137
NE Tubo 7,Untitled 000,0.333
Puntual Noroeste,Untitled 000,0.665
Barren Patios,Untitled 000,0.469
Tubo 3,Untitled 000,0.446
Especial 1,Untitled 000,0.294
Especial 2,Untitled 000,0.162
Especial 3,Untitled 000,0.056
Especial 4,Untitled 000,0.062
Especial 5,Untitled 000,0.584
Columna #1,Untitled 000,0.725
Columna #2,Untitled 000,0.696
Columna #3,Untitled 000,0.689
Columna #4,Untitled 000,0.619
Columna #5,Untitled 000,0.512
