Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.105
Cabeza puntual retorno,Au 242.80,0.105
Celda #(F1+F2),Au 242.80,0.105
Puntual Noroeste,Au 242.80,0.139
Tubo 3,Au 242.80,0.163
NE Tubo 2,Au 242.80,0.047
NE Tubo 4,Au 242.80,0.139
Especial 1,Au 242.80,0.07
Especial 2,Au 242.80,0.037
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.037
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.006
Barren Patios,Au 242.80,0.007
NE Tubo 1,Au 242.80,0.142
NE Tubo 5,Au 242.80,0.013
NE Tubo 6,Au 242.80,0.025
NE Tubo 7,Au 242.80,0.204
Celda # 11-A,Au 242.80,0.011
Celda # 11-B,Au 242.80,0.04
Celda # 11-C,Au 242.80,0.004
Celda # 6-F2,Au 242.80,0.072
Celda #5-9,Au 242.80,0.036
