Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.101
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.097
Celda # 11-A,Au 242.80,0.005
Celda # 11-B,Au 242.80,0.007
Celda # 11-C,Au 242.80,0.012
Celda # 6-F2,Au 242.80,0.012
Celda #5-9,Au 242.80,0.069
Celda #(F1+F2),Au 242.80,0.102
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.058
NE Tubo 4,Au 242.80,0.155
NE Tubo 5,Au 242.80,0.162
NE Tubo 6,Au 242.80,0.04
NE Tubo 7,Au 242.80,0.078
Puntual Noroeste,Au 242.80,0.093
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.094
Especial 1,Au 242.80,0.043
Especial 2,Au 242.80,0.047
Especial 3,Au 242.80,0.004
Especial 4,Au 242.80,0.007
Especial 5,Au 242.80,0.058
