"Analista","JGS"
"Fecha de inicio","09:47 p. m. 09/02/2023"
"Hoja de trabajo","Sa000298-re_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag VHAAAG (Llama)"

"Ag","PATRON",0.9835,"","mg/L",0.5,0.1344,0.1336,0.1348,0.1346
"Ag","BLANCO",0.0005,"","mg/L",">100",0.0001,0.0007,-0.0003,-0.0002
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0000,-0.0001,0.0002,0.0000
"Ag","SA000251-003",4.1615,"","mg/L",1.4,0.0231,0.0234,0.0228,0.0232
"Ag","SA000251-004",2.8981,"","mg/L",3.9,0.0161,0.0154,0.0165,0.0164
"Ag","SA000251-006",1.1191,"","mg/L",5.9,0.0062,0.0058,0.0064,0.0065
"Ag","SA000251-007",1.1263,"","mg/L",3.0,0.0063,0.0061,0.0065,0.0063
"Ag","SA000251-008",1.6250,"","mg/L",3.3,0.0090,0.0093,0.0091,0.0087
"Ag","PATRON",1.0027,"","mg/L",1.9,0.1343,0.1314,0.1357,0.1358
"Ag","SA000251-009",2.2448,"","mg/L",6.4,0.0112,0.0118,0.0104,0.0115
"Ag","SA000251-010",1.9285,"","mg/L",1.2,0.0096,0.0095,0.0096,0.0097
"Ag","SA000252-008",1.2668,"","mg/L",2.5,0.0063,0.0062,0.0065,0.0062
"Ag","SA000252-009",1.4091,"","mg/L",6.6,0.0070,0.0068,0.0067,0.0075
"Ag","SA000252-010",1.3800,"","mg/L",3.0,0.0069,0.0070,0.0066,0.0069
"Ag","PATRON",0.9849,"","mg/L",1.2,0.1213,0.1230,0.1206,0.1204
"Ag","BLANCO",0.0043,"","mg/L",51.2,0.0005,0.0008,0.0004,0.0004
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",-0.0002,-0.0004,0.0001,-0.0003
"Ag","SA000252-011",1.3074,"","mg/L",7.3,0.0064,0.0065,0.0068,0.0059
"Ag","SA000252-012",2.1616,"","mg/L",2.7,0.0106,0.0109,0.0103,0.0106
"Ag","SA000252-013",1.8227,"","mg/L",4.9,0.0089,0.0088,0.0094,0.0086
"Ag","SA000252-014",1.4412,"","mg/L",3.6,0.0071,0.0072,0.0073,0.0068
"Ag","SA000253-017",1.8423,"","mg/L",4.7,0.0090,0.0087,0.0090,0.0095
"Ag","PATRON",1.0001,"","mg/L",0.2,0.1232,0.1230,0.1234,0.1231
"Ag","SA000253-018",2.2734,"","mg/L",5.1,0.0112,0.0118,0.0110,0.0107
"Ag","SA000253-019",1.7497,"","mg/L",3.9,0.0086,0.0088,0.0088,0.0082
"Ag","SA000253-021",16.1184,"","mg/L",1.1,0.0795,0.0805,0.0792,0.0788
"Ag","SA000255-026",6.0988,"","mg/L",0.5,0.0300,0.0302,0.0300,0.0298
"Ag","SA000255-027",7.3351,"","mg/L",1.7,0.0361,0.0368,0.0359,0.0356
"Ag","PATRON",0.9875,"","mg/L",0.9,0.1216,0.1203,0.1224,0.1221
"Ag","BLANCO",0.0003,"","mg/L",">100",0.0000,0.0001,0.0000,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",2.0,0.0011,0.0011,0.0011,0.0011
"Ag","SA000255-028",4.9870,"","mg/L",5.8,0.0245,0.0260,0.0243,0.0232
"Ag","SA000255-029",0.0619,"","mg/L",69.6,0.0003,0.0002,0.0002,0.0005
"Ag","SA000255-030",4.0096,"","mg/L",1.1,0.0197,0.0195,0.0199,0.0197
"Ag","SA000255-031",4.8783,"","mg/L",2.8,0.0240,0.0232,0.0242,0.0245
"Ag","SA000255-032",5.4243,"","mg/L",1.9,0.0267,0.0262,0.0272,0.0267
"Ag","PATRON",1.0127,"","mg/L",0.2,0.1256,0.1255,0.1255,0.1259
"Ag","SA000258-006",3.3013,"","mg/L",5.4,0.0166,0.0175,0.0157,0.0167
"Ag","SA000258-008",4.4760,"","mg/L",1.4,0.0226,0.0226,0.0229,0.0222
"Ag","SA000258-009",10.2964,"","mg/L",1.1,0.0517,0.0511,0.0519,0.0522
"Ag","SA000258-010",0.1027,"","mg/L",82.7,0.0005,0.0010,0.0004,0.0001
"Ag","SA000258-011",14.5866,"","mg/L",0.5,0.0731,0.0728,0.0730,0.0735
"Ag","PATRON",1.0140,"","mg/L",0.4,0.1258,0.1257,0.1254,0.1263
"Ag","BLANCO",0.0060,"","mg/L",18.1,0.0008,0.0009,0.0006,0.0008
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",77.3,0.0003,0.0003,0.0006,0.0001
"Ag","SA000258-012",13.1954,"","mg/L",0.8,0.0662,0.0660,0.0657,0.0667
"Ag","SA000258-013",2.2108,"","mg/L",5.6,0.0112,0.0119,0.0107,0.0108
"Ag","PATRON",1.0056,"","mg/L",0.4,0.1248,0.1248,0.1253,0.1243
"Ag","BLANCO",-0.0009,"","mg/L",85.3,-0.0001,-0.0002,-0.0002,0.0000
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",39.9,0.0008,0.0012,0.0007,0.0006
