Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.129
Cabeza puntual retorno,Au 242.80,0.127
Celda #(F1+F2),Au 242.80,0.145
Puntual Noroeste,Au 242.80,0.176
Tubo 3,Au 242.80,0.24
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.015
Celda # 11-A,Au 242.80,0.057
Celda # 11-B,Au 242.80,0.023
Celda # 11-C,Au 242.80,0.023
Celda #5-9,Au 242.80,0.016
NE Tubo 1,Au 242.80,0.01
NE Tubo 2,Au 242.80,0.077
NE Tubo 4,Au 242.80,0.229
NE Tubo 5,Au 242.80,0.161
NE Tubo 6,Au 242.80,0.077
NE Tubo 7,Au 242.80,0.138
Barren Patios,Au 242.80,0.012
Especial 1,Au 242.80,0.039
Especial 2,Au 242.80,0.028
Especial 3,Au 242.80,0.224
Especial 4,Au 242.80,0.239
Especial 5,Au 242.80,0.033
