Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.256
Cabeza puntual retorno,Untitled 000,0.262
Celda #(F1+F2),Untitled 000,0.24
Puntual Noroeste,Untitled 000,0.137
Tubo 3,Untitled 000,0.221
NE Tubo 2,Untitled 000,0.032
NE Tubo 4,Untitled 000,0.049
Especial 1,Untitled 000,0.124
Especial 2,Untitled 000,0.218
Especial 3,Untitled 000,0.038
Especial 4,Untitled 000,0.036
Especial 5,Untitled 000,0.831
Comp. Cola Columna,Untitled 000,0.189
Barren,Untitled 000,0.189
Barren Patios,Untitled 000,0.194
NE Tubo 1,Untitled 000,0.021
NE Tubo 5,Untitled 000,0.022
NE Tubo 6,Untitled 000,0.024
NE Tubo 7,Untitled 000,0.073
Celda # 11-A,Untitled 000,0.074
Celda # 11-B,Untitled 000,0.193
Celda # 11-C,Untitled 000,0.574
Celda # 6-F2,Untitled 000,2.676
Celda #5-9,Untitled 000,0.179
