Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.138
Cabeza puntual retorno,Au 242.80,0.14
Celda #(F1+F2),Au 242.80,0.149
Puntual Noroeste,Au 242.80,0.181
Tubo 3,Au 242.80,0.26
NE Tubo 2,Au 242.80,0.086
NE Tubo 4,Au 242.80,0.238
Especial 1,Au 242.80,0.05
Especial 2,Au 242.80,0.033
Especial 3,Au 242.80,0.246
Especial 4,Au 242.80,0.252
Especial 5,Au 242.80,0.036
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.01
Barren Patios,Au 242.80,0.011
NE Tubo 1,Au 242.80,0.008
NE Tubo 5,Au 242.80,0.162
NE Tubo 6,Au 242.80,0.068
NE Tubo 7,Au 242.80,0.141
Celda # 11-A,Au 242.80,0.059
Celda # 11-B,Au 242.80,0.03
Celda # 11-C,Au 242.80,0.031
Celda # 6-F2,Au 242.80,0.018
Celda #5-9,Au 242.80,0.02
