Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,3.130
Comp. Cola Columna,Untitled 000,2.360
Barren,Untitled 000,2.452
Cabeza puntual retorno,Untitled 000,3.075
Celda # 11-A,Untitled 000,7.120
Celda # 11-B,Untitled 000,7.389
Celda # 11-C,Untitled 000,5.577
Celda # 6-F2,Untitled 000,1.911
Celda #5-9,Untitled 000,0.040
Celda #(F1+F2),Untitled 000,1.545
NE Tubo 1,Untitled 000,2.208
NE Tubo 2,Untitled 000,0.817
NE Tubo 4,Untitled 000,1.913
NE Tubo 5,Untitled 000,0.635
NE Tubo 6,Untitled 000,0.269
NE Tubo 7,Untitled 000,2.711
Puntual Noroeste,Untitled 000,1.440
Barren Patios,Untitled 000,2.382
Tubo 3,Untitled 000,1.457
Especial 1,Untitled 000,0.079
Especial 2,Untitled 000,0.067
Especial 3,Untitled 000,0.089
Especial 4,Untitled 000,0.088
Especial 5,Untitled 000,0.056
