Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.533
Comp. Cola Columna,Untitled 000,0.332
Barren,Untitled 000,0.367
Cabeza puntual retorno,Untitled 000,0.511
Celda # 11-A,Untitled 000,0.115
Celda # 11-B,Untitled 000,0.06
Celda # 11-C,Untitled 000,0.043
Celda #5-9,Untitled 000,0.037
Celda #(F1+F2),Untitled 000,0.495
NE Tubo 1,Untitled 000,0.027
NE Tubo 2,Untitled 000,0.31
NE Tubo 4,Untitled 000,0.06
NE Tubo 5,Untitled 000,0.102
NE Tubo 6,Untitled 000,0.134
NE Tubo 7,Untitled 000,0.366
Puntual Noroeste,Untitled 000,0.53
Barren Patios,Untitled 000,0.35
Tubo 3,Untitled 000,1.219
Especial 1,Untitled 000,0.071
Especial 2,Untitled 000,0.097
Especial 3,Untitled 000,0.42
Especial 4,Untitled 000,0.509
Especial 5,Untitled 000,0.072
Columna #1,Untitled 000,0.451
Columna #2,Untitled 000,0.448
Columna #3,Untitled 000,0.422
Columna #4,Untitled 000,0.354
Columna #5,Untitled 000,0.26
