Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.082
Comp. Cola Columna,Untitled 000,0.494
Barren,Untitled 000,0.472
Cabeza puntual retorno,Untitled 000,1.071
Celda # 11-A,Untitled 000,0.242
Celda # 11-B,Untitled 000,0.852
Celda # 11-C,Untitled 000,0.087
Celda # 6-F2,Untitled 000,0.051
Celda #5-9,Untitled 000,0.882
Celda #(F1+F2),Untitled 000,1.022
NE Tubo 1,Untitled 000,0.038
NE Tubo 2,Untitled 000,0.353
NE Tubo 4,Untitled 000,0.593
NE Tubo 5,Untitled 000,0.044
NE Tubo 6,Untitled 000,0.062
NE Tubo 7,Untitled 000,1.187
Puntual Noroeste,Untitled 000,0.977
Barren Patios,Untitled 000,0.430
Tubo 3,Untitled 000,1.344
Especial 1,Untitled 000,3.555
Especial 2,Untitled 000,7.288
Especial 3,Untitled 000,0.057
Especial 4,Untitled 000,0.056
Especial 5,Untitled 000,0.314
