Analyst,SAMUEL,,,,
Date Started,09/08/2023,,,,
Worksheet,LC000895_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
09/08/2023,05:10:24 a. m.,PATRON,0.879,,mg/L
09/08/2023,05:10:34 a. m.,BLANCO,0.0014,,mg/L
09/08/2023,05:10:44 a. m.,REAGENT BLANK,0.001,,mg/L
09/08/2023,05:10:54 a. m.,LC000895-001,0.005683148,,mg/L
09/08/2023,05:11:04 a. m.,LC000895-002,0.001005632,,mg/L
09/08/2023,05:11:14 a. m.,LC000895-003,0.00565931,,mg/L
09/08/2023,05:11:24 a. m.,LC000895-004,0.00397088,,mg/L
09/08/2023,05:11:34 a. m.,LC000895-005,0.024436782,,mg/L
09/08/2023,05:11:44 a. m.,LC000895-006,0.001997071,,mg/L
09/08/2023,05:11:54 a. m.,PATRON,0.883,,mg/L
09/08/2023,05:12:04 a. m.,LC000895-007,0.026902255,,mg/L
09/08/2023,05:12:14 a. m.,LC000895-008,0.007011218,,mg/L
09/08/2023,05:12:24 a. m.,LC000895-009,0.009314704,,mg/L
09/08/2023,05:12:34 a. m.,LC000895-010,0.004310917,,mg/L
09/08/2023,05:12:44 a. m.,LC000895-011,0.004002134,,mg/L
09/08/2023,05:12:54 a. m.,LC000895-012,0.0016624,,mg/L
09/08/2023,05:13:04 a. m.,PATRON,0.9,,mg/L
09/08/2023,05:13:14 a. m.,LC000895-013,0.008767788,,mg/L
09/08/2023,05:13:24 a. m.,LC000895-014,0.005991013,,mg/L
09/08/2023,05:13:34 a. m.,LC000895-015,0.008317807,,mg/L
09/08/2023,05:13:44 a. m.,LC000895-016,0.009982364,,mg/L
09/08/2023,05:13:54 a. m.,LC000895-017,0.00301902,,mg/L
09/08/2023,05:14:04 a. m.,LC000895-018,0.003647094,,mg/L
09/08/2023,05:14:14 a. m.,PATRON,0.89,,mg/L
09/08/2023,05:14:24 a. m.,LC000895-019,0.01303781,,mg/L
09/08/2023,05:14:34 a. m.,LC000895-020,0.007685368,,mg/L
09/08/2023,05:14:44 a. m.,LC000895-021,0.006682705,,mg/L
09/08/2023,05:14:54 a. m.,LC000895-022,0.043330445,,mg/L
09/08/2023,05:15:04 a. m.,LC000895-023,0.008040201,,mg/L
09/08/2023,05:15:14 a. m.,LC000895-024,0.956257716,,mg/L
09/08/2023,05:15:24 a. m.,PATRON,0.896,,mg/L
