Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.082
Comp. Cola Columna,Untitled 000,0.485
Barren,Untitled 000,0.557
Cabeza puntual retorno,Untitled 000,1.107
Celda # 11-A,Untitled 000,5.235
Celda # 11-B,Untitled 000,0.177
Celda # 11-C,Untitled 000,0.058
Celda # 6-F2,Untitled 000,0.073
Celda #5-9,Untitled 000,0.034
Celda #(F1+F2),Untitled 000,0.915
NE Tubo 1,Untitled 000,0.026
NE Tubo 2,Untitled 000,0.483
NE Tubo 4,Untitled 000,0.49
NE Tubo 5,Untitled 000,0.336
NE Tubo 6,Untitled 000,0.676
NE Tubo 7,Untitled 000,0.315
Puntual Noroeste,Untitled 000,0.847
Barren Patios,Untitled 000,0.442
Tubo 3,Untitled 000,1.847
Especial 1,Untitled 000,0.073
Especial 2,Untitled 000,0.074
Especial 3,Untitled 000,2.16
Especial 4,Untitled 000,0.044
Especial 5,Untitled 000,0.04
Especial 6,Untitled 000,0.028
