Sample ID,Analyte Name,Reported Conc (Calib)
Columna #1,Untitled 000,0.401
Columna #2,Untitled 000,0.354
Columna #3,Untitled 000,0.3
Columna #5,Untitled 000,0.228
Comp. Cabeza Columna,Untitled 000,0.492
Comp. Cola Columna,Untitled 000,0.297
Barren,Untitled 000,0.251
Cabeza puntual retorno,Untitled 000,0.464
Celda # 11-A,Untitled 000,0.113
Celda # 11-B,Untitled 000,0.522
Celda # 11-C,Untitled 000,0.029
Celda #5-9,Untitled 000,0.893
Celda #(F1+F2),Untitled 000,0.455
NE Tubo 1,Untitled 000,0.024
NE Tubo 2,Untitled 000,0.454
NE Tubo 4,Untitled 000,0.118
NE Tubo 5,Untitled 000,0.045
NE Tubo 6,Untitled 000,0.213
NE Tubo 7,Untitled 000,0.319
Puntual Noroeste,Untitled 000,0.329
Barren Patios,Untitled 000,0.214
Tubo 3,Untitled 000,0.461
Especial 1,Untitled 000,4.263
Especial 2,Untitled 000,0.069
Especial 3,Untitled 000,0.043
Especial 4,Untitled 000,0.143
Especial 5,Untitled 000,0.161
Especial 6,Untitled 000,0.021
