"Analista",""
"Fecha de inicio","27/11/2025 08:54 p. m.  GMT: 28/11/2025 03:54 a. m."
"Hoja de trabajo","LC005886_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"27/11/2025","09:18:26 p. m.","PATRON",0.9489,"","mg/L",1.0
"27/11/2025","09:18:42 p. m.","BLANCO",0.0012,"","mg/L",">100"
"27/11/2025","09:18:52 p. m.","REAGENT BLANK",0.0000,"","mg/L",83.0
"27/11/2025","09:21:20 p. m.","LC005886-001",0.1943,"","mg/L",0.9
"27/11/2025","09:21:30 p. m.","LC005886-002",0.2332,"","mg/L",0.9
"27/11/2025","09:21:40 p. m.","LC005886-003",0.2513,"","mg/L",0.8
"27/11/2025","09:21:52 p. m.","LC005886-004",0.0010,"","mg/L",99.1
"27/11/2025","09:22:06 p. m.","LC005886-005",0.0153,"","mg/L",7.7
"27/11/2025","09:22:20 p. m.","LC005886-006",0.1158,"","mg/L",1.1
"27/11/2025","09:22:20 p. m.","PATRON","","","mg/L",""

"Método: Au AU ALTO (Llama)"

