"Analyst",""
"Date Started","6/12/2025 9:59 PM  GMT: 6/13/2025 4:59 AM"
"Worksheet","LC004716_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"6/12/2025","10:38:06 PM","PATRON",0.8943,"","mg/L",1.2
"6/12/2025","10:38:22 PM","BLANCO",-0.0126,"","mg/L",13.9
"6/12/2025","10:38:30 PM","REAGENT BLANK",0.0000,"","mg/L",41.6
"6/12/2025","10:38:50 PM","LC004716-001",0.0583,"","mg/L",0.7
"6/12/2025","10:39:04 PM","LC004716-002",0.2034,"","mg/L",1.7
"6/12/2025","10:39:14 PM","LC004716-003",0.0007,"","mg/L",">100"
"6/12/2025","10:39:26 PM","LC004716-004",0.3164,"","mg/L",0.2
"6/12/2025","10:39:36 PM","LC004716-005",0.1396,"","mg/L",1.5
"6/12/2025","10:39:48 PM","LC004716-006",0.0840,"","mg/L",3.1
"6/12/2025","10:39:58 PM","PATRON",0.8849,"","mg/L",1.5
"6/12/2025","10:40:10 PM","LC004716-007",0.0346,"","mg/L",5.1
"6/12/2025","10:40:20 PM","LC004716-008",0.0352,"","mg/L",1.2
"6/12/2025","10:40:30 PM","LC004716-009",0.1282,"","mg/L",2.4
"6/12/2025","10:40:42 PM","LC004716-010",0.0558,"","mg/L",1.0
"6/12/2025","10:40:52 PM","LC004716-011",0.1572,"","mg/L",0.7
"6/12/2025","10:41:00 PM","LC004716-012",0.1818,"","mg/L",1.4
"6/12/2025","10:42:16 PM","PATRON",0.8842,"","mg/L",0.8
"6/12/2025","10:42:28 PM","LC004716-013",0.1990,"","mg/L",0.5
"6/12/2025","10:42:38 PM","LC004716-014",0.2042,"","mg/L",1.0
"6/12/2025","10:42:48 PM","LC004716-015",0.2133,"","mg/L",1.1
"6/12/2025","10:42:58 PM","LC004716-016",0.0006,"","mg/L",">100"
"6/12/2025","10:43:08 PM","LC004716-017",0.3770,"","mg/L",0.9
"6/12/2025","10:43:16 PM","LC004716-018","OVER","R","mg/L",0.0
"6/12/2025","10:43:28 PM","PATRON",0.8735,"","mg/L",0.4
"6/12/2025","10:43:42 PM","LC004716-019",0.3087,"","mg/L",2.3
"6/12/2025","10:43:52 PM","LC004716-020",0.1695,"","mg/L",0.4
"6/12/2025","10:44:00 PM","LC004716-021",0.1709,"","mg/L",1.4
"6/12/2025","10:44:12 PM","LC004716-022",0.0070,"","mg/L",21.8
"6/12/2025","10:44:32 PM","LC004716-024",0.0026,"","mg/L",64.0
"6/12/2025","10:46:00 PM","LC004716-023",0.9114,"","mg/L",0.7
"6/12/2025","10:46:00 PM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"


"6/12/2025","10:51:44 PM","LC004716-018",1.3059,"","mg/L",1.1
"6/12/2025","10:51:44 PM","PATRON","","","mg/L",""
