Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.134
Cabeza puntual retorno,Au 242.80,0.137
Celda #(F1+F2),Au 242.80,0.146
Puntual Noroeste,Au 242.80,0.183
Tubo 3,Au 242.80,0.256
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.014
Celda # 11-A,Au 242.80,0.056
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.029
Celda #5-9,Au 242.80,0.019
NE Tubo 1,Au 242.80,0.012
NE Tubo 2,Au 242.80,0.085
NE Tubo 4,Au 242.80,0.231
NE Tubo 5,Au 242.80,0.161
NE Tubo 6,Au 242.80,0.086
NE Tubo 7,Au 242.80,0.151
Barren Patios,Au 242.80,0.006
Especial 1,Au 242.80,0.025
Especial 2,Au 242.80,0.019
Especial 3,Au 242.80,0.212
Especial 4,Au 242.80,0.224
Especial 5,Au 242.80,0.022
Columna #1,Au 242.80,0.1
Columna #2,Au 242.80,0.071
Columna #3,Au 242.80,0.03
Columna #4,Au 242.80,0.017
Columna #5,Au 242.80,0.018
