Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.042
Comp. Cola Columna,Untitled 000,0.556
Barren,Untitled 000,0.558
Cabeza puntual retorno,Untitled 000,0.994
Celda # 11-A,Untitled 000,1.008
Celda # 11-B,Untitled 000,0.552
Celda # 11-C,Untitled 000,1.083
Celda #5-9,Untitled 000,1.925
Celda #(F1+F2),Untitled 000,0.971
NE Tubo 1,Untitled 000,0.02
NE Tubo 2,Untitled 000,0.322
NE Tubo 4,Untitled 000,1.067
NE Tubo 5,Untitled 000,0.843
NE Tubo 6,Untitled 000,1.107
NE Tubo 7,Untitled 000,2.636
Puntual Noroeste,Untitled 000,0.912
Barren Patios,Untitled 000,0.529
Tubo 3,Untitled 000,0.547
Especial 1,Untitled 000,0.325
Especial 2,Untitled 000,0.107
Especial 3,Untitled 000,0.033
Especial 4,Untitled 000,0.035
Especial 5,Untitled 000,0.048
Columna #1,Untitled 000,0.864
Columna #2,Untitled 000,0.906
Columna #3,Untitled 000,0.845
Columna #4,Untitled 000,0.76
Columna #5,Untitled 000,0.592
