"Analista","RGA"
"Fecha de inicio","26/11/2025 10:50 a. m.  GMT: 26/11/2025 05:50 p. m."
"Hoja de trabajo","EXP000150_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au ACIDO (Llama)"

"26/11/2025","11:42:56 a. m.","PATRON",0.8936,"","mg/L",0.3
"26/11/2025","11:43:12 a. m.","BLANCO",0.0097,"","mg/L",36.2
"26/11/2025","11:43:24 a. m.","REAGENT BLANK",0.0000,"","mg/L",97.3
"26/11/2025","11:43:44 a. m.","EXP000150-001",0.0523,"","mg/L",0.7
"26/11/2025","11:44:02 a. m.","EXP000150-002",0.0688,"","mg/L",1.8
"26/11/2025","11:44:16 a. m.","EXP000150-003",0.1044,"","mg/L",1.3
"26/11/2025","11:44:32 a. m.","EXP000150-004",0.1492,"","mg/L",0.5
"26/11/2025","11:44:48 a. m.","EXP000150-005",0.1250,"","mg/L",0.7
"26/11/2025","11:45:04 a. m.","EXP000150-006",0.1340,"","mg/L",1.6
"26/11/2025","11:45:32 a. m.","PATRON",0.9082,"","mg/L",0.7
"26/11/2025","11:45:52 a. m.","EXP000150-007",0.0942,"","mg/L",0.5
"26/11/2025","11:46:10 a. m.","EXP000150-008","OVER","R","mg/L",0.0
"26/11/2025","11:46:38 a. m.","EXP000150-009",0.3189,"","mg/L",0.9
"26/11/2025","11:46:58 a. m.","EXP000150-010",0.3892,"","mg/L",0.8
"26/11/2025","11:47:30 a. m.","EXP000150-011",0.1085,"","mg/L",0.5
"26/11/2025","11:48:14 a. m.","EXP000150-012",0.1109,"","mg/L",0.4
"26/11/2025","11:48:38 a. m.","PATRON",0.8860,"","mg/L",0.5
"26/11/2025","11:49:00 a. m.","EXP000150-013",0.1934,"","mg/L",1.2
"26/11/2025","11:49:14 a. m.","EXP000150-014",0.4573,"","mg/L",0.6
"26/11/2025","11:49:34 a. m.","EXP000150-015",0.5327,"","mg/L",0.5
"26/11/2025","11:49:50 a. m.","EXP000150-016",0.1299,"","mg/L",0.6
"26/11/2025","11:50:08 a. m.","EXP000150-017",0.1296,"","mg/L",0.8
"26/11/2025","11:50:26 a. m.","EXP000150-018",0.2089,"","mg/L",0.2
"26/11/2025","11:50:48 a. m.","PATRON",0.8773,"","mg/L",0.4
"26/11/2025","11:51:20 a. m.","EXP000150-019",0.0045,"","mg/L",17.1
"26/11/2025","11:51:40 a. m.","EXP000150-020",0.0056,"","mg/L",2.7
"26/11/2025","11:52:00 a. m.","EXP000150-021",0.1022,"","mg/L",0.4
"26/11/2025","11:52:16 a. m.","EXP000150-022",0.6460,"","mg/L",0.8
"26/11/2025","11:52:34 a. m.","EXP000150-023",0.0055,"","mg/L",15.5
"26/11/2025","11:54:56 a. m.","EXP000150-024",1.0452,"","mg/L",5.1
"26/11/2025","11:55:36 a. m.","PATRON",0.8760,"","mg/L",0.5
"26/11/2025","11:56:16 a. m.","BLANCO",-0.0017,"","mg/L",">100"
"26/11/2025","11:56:30 a. m.","REAGENT BLANK",0.0000,"","mg/L",43.6
"26/11/2025","11:56:30 a. m.","Sample 034","","","mg/L",""

"Método: Au AU ALTO (Llama)"


"26/11/2025","12:21:10 p. m.","EXP000150-008",6.6331,"","mg/L",0.6
"26/11/2025","12:21:10 p. m.","Sample 034","","","mg/L",""
