Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.997
Comp. Cola Columna,Untitled 000,1.484
Barren,Untitled 000,1.513
Cabeza puntual retorno,Untitled 000,2.006
Celda # 11-A,Untitled 000,0.934
Celda # 11-B,Untitled 000,0.051
Celda # 11-C,Untitled 000,0.104
Celda # 6-F2,Untitled 000,0.026
Celda #5-9,Untitled 000,0.396
Celda #(F1+F2),Untitled 000,2.308
NE Tubo 1,Untitled 000,0.057
NE Tubo 2,Untitled 000,0.208
NE Tubo 4,Untitled 000,1.972
NE Tubo 5,Untitled 000,2.561
NE Tubo 6,Untitled 000,0.606
NE Tubo 7,Untitled 000,3.735
Puntual Noroeste,Untitled 000,2.33
Barren Patios,Untitled 000,1.553
Tubo 3,Untitled 000,2.644
Especial 1,Untitled 000,0.087
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.274
Especial 4,Untitled 000,0.834
Especial 5,Untitled 000,0.077
Especial 6,Untitled 000,0.031
Pileta Patio,Untitled 000,2.237
