Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.116
Comp. Cola Columna,Untitled 000,1.249
Barren,Untitled 000,1.197
Cabeza puntual retorno,Untitled 000,2.08
Celda # 11-A,Untitled 000,0.14
Celda # 11-B,Untitled 000,0.049
Celda # 11-C,Untitled 000,0.03
Celda # 6-F2,Untitled 000,0.039
Celda #5-9,Untitled 000,0.561
Celda #(F1+F2),Untitled 000,2.397
NE Tubo 1,Untitled 000,0.043
NE Tubo 2,Untitled 000,1.644
NE Tubo 4,Untitled 000,2.43
NE Tubo 5,Untitled 000,0.65
NE Tubo 6,Untitled 000,3.184
NE Tubo 7,Untitled 000,0.4
Puntual Noroeste,Untitled 000,2.479
Barren Patios,Untitled 000,1.312
Tubo 3,Untitled 000,2.914
Especial 1,Untitled 000,0.13
Especial 2,Untitled 000,0.037
Especial 3,Untitled 000,0.167
Especial 4,Untitled 000,0.435
Especial 5,Untitled 000,0.063
Especial 6,Untitled 000,0.02
