Analyst,,,,,,
Date Started,9/20/2025 4:25 AM  GMT: 9/20/2025 11:25 AM,,,,,
Worksheet,LC005394_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
9/20/2025,5:14:06 AM,PATRON,0.8823,,mg/L,0.3
9/20/2025,5:14:18 AM,BLANCO,0.0121,,mg/L,29.8
9/20/2025,5:14:28 AM,REAGENT BLANK,0,,mg/L,35.3
9/20/2025,5:14:40 AM,LC005394-001,0.0176,,mg/L,6.2
9/20/2025,5:14:52 AM,LC005394-002,0.0477,,mg/L,4.1
9/20/2025,5:15:04 AM,LC005394-003,0.0205,,mg/L,4.8
9/20/2025,5:15:16 AM,LC005394-004,0.0321,,mg/L,0.2
9/20/2025,5:15:30 AM,LC005394-005,0.0053,,mg/L,28.7
9/20/2025,5:15:42 AM,LC005394-006,0.069,,mg/L,0.2
9/20/2025,5:15:58 AM,PATRON,0.8822,,mg/L,1
9/20/2025,5:16:12 AM,LC005394-007,0.0167,,mg/L,12.9
9/20/2025,5:16:28 AM,LC005394-008,0.0219,,mg/L,7.2
9/20/2025,5:16:42 AM,LC005394-009,0.0354,,mg/L,3.1
9/20/2025,5:16:56 AM,LC005394-010,0.0471,,mg/L,1.7
9/20/2025,5:17:10 AM,LC005394-011,0.0261,,mg/L,0.6
9/20/2025,5:17:24 AM,LC005394-012,0.0667,,mg/L,0.9
9/20/2025,5:17:38 AM,PATRON,0.8754,,mg/L,0.4
9/20/2025,5:17:52 AM,LC005394-013,0.0235,,mg/L,5.7
9/20/2025,5:18:04 AM,LC005394-014,0.0875,,mg/L,1.2
9/20/2025,5:18:16 AM,LC005394-015,0.0743,,mg/L,0.3
9/20/2025,5:18:30 AM,LC005394-016,0.1137,,mg/L,1
9/20/2025,5:18:42 AM,LC005394-017,0.0043,,mg/L,22.2
9/20/2025,5:24:48 AM,LC005394-024,0.1223,,mg/L,0.7
9/20/2025,5:25:02 AM,PATRON,0.8976,,mg/L,0.4
9/20/2025,5:25:14 AM,PATRON,0.8927,,mg/L,0.4
9/20/2025,5:25:24 AM,BLANCO,-0.0044,,mg/L,39
9/20/2025,5:25:34 AM,REAGENT BLANK,0,,mg/L,9
9/20/2025,5:25:58 AM,LC005394-018,0.1219,,mg/L,1
9/20/2025,6:13:16 AM,PATRON,0.9077,,mg/L,0.6
9/20/2025,6:13:38 AM,LC005394-019,0.1253,,mg/L,0.6
9/20/2025,6:14:12 AM,LC005394-020,0.0207,,mg/L,6.5
9/20/2025,6:14:24 AM,LC005394-021,0.0226,,mg/L,2.9
9/20/2025,6:14:42 AM,LC005394-022,0.0798,,mg/L,0.6
9/20/2025,6:14:54 AM,LC005394-023,0.0446,,mg/L,2.5
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
