"Analista",""
"Fecha de inicio","8/26/2023 9:46 AM  GMT: 8/26/2023 4:46 PM"
"Hoja de trabajo","LC001054_24"
"Comentario",""
"Métodos","Au,Au"

"Método: Au (Llama)"

"8/26/2023","10:15:48 AM","PATRON",0.8912,"","mg/L"
"8/26/2023","10:16:20 AM","BLANCO",-0.0053,"","mg/L"
"8/26/2023","10:16:48 AM","BLANCO REACTIVO REAG",0.0126,"","mg/L"
"8/26/2023","10:17:08 AM","LC001054-001",1.5331,"","mg/L"
"8/26/2023","10:17:28 AM","LC001054-002",1.0412,"","mg/L"
"8/26/2023","10:17:46 AM","LC001054-003",0.1601,"","mg/L"
"8/26/2023","10:18:24 AM","LC001054-005",0.1196,"","mg/L"
"8/26/2023","10:19:12 AM","LC001054-004",0.1189,"","mg/L"
"8/26/2023","10:19:44 AM","LC001054-006",0.0069,"","mg/L"
"8/26/2023","10:20:06 AM","PATRON",0.8965,"","mg/L"
"8/26/2023","10:20:32 AM","LC001054-007",0.9327,"","mg/L"
"8/26/2023","10:20:58 AM","LC001054-008",0.1009,"","mg/L"
"8/26/2023","10:21:22 AM","LC001054-009",0.1374,"","mg/L"
"8/26/2023","10:21:48 AM","LC001054-010",0.1809,"","mg/L"
"8/26/2023","10:22:16 AM","LC001054-011",0.5829,"","mg/L"
"8/26/2023","10:22:30 AM","LC001054-012","OVER","R","mg/L"
"8/26/2023","10:22:54 AM","PATRON",0.9194,"","mg/L"
"8/26/2023","10:23:20 AM","LC001054-013",0.8812,"","mg/L"
"8/26/2023","10:23:34 AM","LC001054-014","OVER","R","mg/L"
"8/26/2023","10:23:58 AM","LC001054-015","OVER","R","mg/L"
"8/26/2023","10:24:18 AM","LC001054-016","OVER","R","mg/L"
"8/26/2023","10:24:40 AM","LC001054-017",0.9057,"","mg/L"
"8/26/2023","10:24:56 AM","LC001054-018","OVER","R","mg/L"
"8/26/2023","10:26:00 AM","LC001054-019","OVER","R","mg/L"
"8/26/2023","10:26:18 AM","LC001054-020","OVER","R","mg/L"
"8/26/2023","10:26:42 AM","LC001054-021",1.4734,"","mg/L"
"8/26/2023","10:27:02 AM","LC001054-022",0.0196,"","mg/L"
"8/26/2023","10:27:24 AM","LC001054-023",1.5600,"","mg/L"
"8/26/2023","10:27:38 AM","LC001054-024","OVER","R","mg/L"
"8/26/2023","10:28:14 AM","PATRON",0.9194,"","mg/L"
"8/26/2023","10:28:44 AM","BLANCO REACTIVO REAG",0.0173,"","mg/L"
"8/26/2023","10:29:02 AM","BLANCO",0.0118,"","mg/L"
"8/26/2023","10:30:00 AM","PATRON",0.9022,"","mg/L"
"8/26/2023","10:30:00 AM","Muestra 034","","","mg/L"

"Método: Au AU ALTO (Llama)"


"8/26/2023","10:33:00 AM","LC001054-012",3.5359,"","mg/L"
"8/26/2023","10:33:18 AM","LC001054-014",3.6070,"","mg/L"
"8/26/2023","10:33:40 AM","LC001054-015",2.1919,"","mg/L"
"8/26/2023","10:33:56 AM","LC001054-016",1.6889,"","mg/L"
"8/26/2023","10:34:28 AM","LC001054-018",1.9275,"","mg/L"
"8/26/2023","10:34:48 AM","LC001054-019",2.2435,"","mg/L"
"8/26/2023","10:35:12 AM","LC001054-020",4.4581,"","mg/L"
"8/26/2023","10:35:38 AM","LC001054-024",2.4965,"","mg/L"
"8/26/2023","10:35:38 AM","Muestra 034","","","mg/L"
