Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.483
Comp. Cola Columna,Untitled 000,1.144
Barren,Untitled 000,1.066
Cabeza puntual retorno,Untitled 000,1.417
Celda # 11-A,Untitled 000,0.050
Celda # 11-B,Untitled 000,0.028
Celda # 11-C,Untitled 000,0.025
Celda # 6-F2,Untitled 000,0.020
Celda #5-9,Untitled 000,3.617
Celda #(F1+F2),Untitled 000,1.209
NE Tubo 1,Untitled 000,0.051
NE Tubo 2,Untitled 000,0.029
NE Tubo 4,Untitled 000,0.030
NE Tubo 5,Untitled 000,0.051
NE Tubo 6,Untitled 000,0.014
NE Tubo 7,Untitled 000,0.254
Puntual Noroeste,Untitled 000,1.101
Barren Patios,Untitled 000,0.958
Tubo 3,Untitled 000,1.483
Especial 1,Untitled 000,2.343
Especial 2,Untitled 000,2.339
Especial 3,Untitled 000,0.084
Especial 4,Untitled 000,0.029
Especial 5,Untitled 000,2.594
