Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.259
Comp. Cola Columna,Untitled 000,0.184
Barren,Untitled 000,0.258
Cabeza puntual retorno,Untitled 000,0.243
Celda # 11-A,Untitled 000,0.146
Celda # 11-B,Untitled 000,0.043
Celda # 11-C,Untitled 000,0.031
Celda # 6-F2,Untitled 000,0.094
Celda #5-9,Untitled 000,0.148
Celda #(F1+F2),Untitled 000,0.251
NE Tubo 1,Untitled 000,0.035
NE Tubo 2,Untitled 000,0.167
NE Tubo 4,Untitled 000,0.045
NE Tubo 5,Untitled 000,0.037
NE Tubo 6,Untitled 000,0.391
NE Tubo 7,Untitled 000,0.465
Puntual Noroeste,Untitled 000,0.247
Barren Patios,Untitled 000,0.279
Tubo 3,Untitled 000,0.378
Especial 1,Untitled 000,0.49
Especial 2,Untitled 000,0.066
Especial 3,Untitled 000,0.168
Especial 4,Untitled 000,0.343
Especial 5,Untitled 000,0.064
