Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,0.322
Columna #2,Untitled 000,0.291
Columna #3,Untitled 000,0.268
Columna #4,Untitled 000,0.260
Columna #5,Untitled 000,0.249
Comp. Cabeza Columna,Untitled 000,0.341
Comp. Cola Columna,Untitled 000,0.277
Barren,Untitled 000,0.244
Cabeza puntual retorno,Untitled 000,0.350
Celda # 11-A,Untitled 000,0.080
Celda # 11-B,Untitled 000,0.085
Celda # 11-C,Untitled 000,0.030
Celda #5-9,Untitled 000,1.256
Celda #(F1+F2),Untitled 000,0.166
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.160
NE Tubo 4,Untitled 000,0.180
NE Tubo 5,Untitled 000,0.067
NE Tubo 6,Untitled 000,0.019
NE Tubo 7,Untitled 000,0.216
Puntual Noroeste,Untitled 000,0.121
Barren Patios,Untitled 000,0.204
Tubo 3,Untitled 000,0.099
Especial 1,Untitled 000,2.449
Especial 2,Untitled 000,0.262
Especial 3,Untitled 000,0.036
Especial 4,Untitled 000,0.039
Especial 5,Untitled 000,0.383
