Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.049
Cabeza puntual retorno,Au 242.80,0.05
Celda # 11-A,Au 242.80,0.065
Celda # 6-F2,Au 242.80,0.068
Celda #(F1+F2),Au 242.80,0.045
NE Tubo 6,Au 242.80,0.033
NE Tubo 7,Au 242.80,0.119
Puntual Noroeste,Au 242.80,0.047
Tubo 3,Au 242.80,0.064
Especial 1,Au 242.80,0.119
Especial 2,Au 242.80,0.161
Especial 5,Au 242.80,0.119
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.01
Celda # 11-B,Au 242.80,0.003
Celda # 11-C,Au 242.80,0.014
Celda #5-9,Au 242.80,0.026
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.037
NE Tubo 4,Au 242.80,0.014
NE Tubo 5,Au 242.80,0.008
Barren Patios,Au 242.80,0.017
Especial 3,Au 242.80,0.042
Especial 4,Au 242.80,0.032
