Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,3.354
Comp. Cola Columna,Untitled 000,2.806
Barren,Untitled 000,2.583
Cabeza puntual retorno,Untitled 000,3.342
Celda # 11-A,Untitled 000,12.29
Celda # 11-B,Untitled 000,7.554
Celda # 11-C,Untitled 000,0.516
Celda #5-9,Untitled 000,0.047
Celda #(F1+F2),Untitled 000,1.496
NE Tubo 1,Untitled 000,1.486
NE Tubo 2,Untitled 000,0.886
NE Tubo 4,Untitled 000,1.956
NE Tubo 5,Untitled 000,0.829
NE Tubo 6,Untitled 000,0.316
NE Tubo 7,Untitled 000,2.67
Puntual Noroeste,Untitled 000,1.497
Tubo 3,Untitled 000,1.555
Especial 1,Untitled 000,0.063
Especial 2,Untitled 000,0.048
Especial 3,Untitled 000,0.074
Especial 4,Untitled 000,0.069
Especial 5,Untitled 000,0.042
