Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,0.505
Columna #2,Untitled 000,0.464
Columna #3,Untitled 000,0.395
Columna #4,Untitled 000,0.332
Columna #5,Untitled 000,0.269
Comp. Cabeza Columna,Untitled 000,0.502
Comp. Cola Columna,Untitled 000,0.289
Barren,Untitled 000,0.299
Cabeza puntual retorno,Untitled 000,0.482
Celda # 11-A,Untitled 000,5.545
Celda # 11-B,Untitled 000,0.063
Celda # 11-C,Untitled 000,0.024
Celda #5-9,Untitled 000,0.279
Celda #(F1+F2),Untitled 000,0.366
NE Tubo 1,Untitled 000,0.026
NE Tubo 2,Untitled 000,0.212
NE Tubo 4,Untitled 000,0.075
NE Tubo 5,Untitled 000,0.040
NE Tubo 6,Untitled 000,0.018
NE Tubo 7,Untitled 000,0.318
Puntual Noroeste,Untitled 000,0.345
Barren Patios,Untitled 000,0.252
Tubo 3,Untitled 000,0.332
Especial 1,Untitled 000,0.112
Especial 2,Untitled 000,0.064
Especial 3,Untitled 000,3.175
Especial 4,Untitled 000,0.978
Especial 5,Untitled 000,0.091
