Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.766
Comp. Cola Columna,Untitled 000,1.198
Barren,Untitled 000,1.199
Cabeza puntual retorno,Untitled 000,1.713
Celda # 11-A,Untitled 000,0.41
Celda # 11-B,Untitled 000,0.052
Celda # 11-C,Untitled 000,0.06
Celda #5-9,Untitled 000,0.232
Celda #(F1+F2),Untitled 000,1.765
NE Tubo 1,Untitled 000,0.041
NE Tubo 2,Untitled 000,0.151
NE Tubo 4,Untitled 000,3.731
NE Tubo 5,Untitled 000,1.803
NE Tubo 6,Untitled 000,0.353
NE Tubo 7,Untitled 000,1.995
Puntual Noroeste,Untitled 000,1.653
Barren Patios,Untitled 000,0.996
Tubo 3,Untitled 000,1.433
Especial 1,Untitled 000,0.049
Especial 2,Untitled 000,0.043
Especial 3,Untitled 000,0.117
Especial 4,Untitled 000,0.422
Especial 5,Untitled 000,0.043
Especial 6,Untitled 000,0.013
Columna #1,Untitled 000,1.367
Columna #2,Untitled 000,1.3
Columna #3,Untitled 000,1.237
Columna #4,Untitled 000,1.166
Columna #5,Untitled 000,0.926
