Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.643
Comp. Cola Columna,Untitled 000,0.425
Barren,Untitled 000,0.448
Cabeza puntual retorno,Untitled 000,0.64
Celda # 11-A,Untitled 000,0.618
Celda # 11-B,Untitled 000,0.058
Celda # 11-C,Untitled 000,0.031
Celda # 6-F2,Untitled 000,0.588
Celda #5-9,Untitled 000,0.65
Celda #(F1+F2),Untitled 000,0.437
NE Tubo 1,Untitled 000,0.032
NE Tubo 2,Untitled 000,0.069
NE Tubo 4,Untitled 000,0.263
NE Tubo 5,Untitled 000,0.169
NE Tubo 6,Untitled 000,0.884
NE Tubo 7,Untitled 000,1.309
Puntual Noroeste,Untitled 000,0.441
Barren Patios,Untitled 000,0.472
Tubo 3,Untitled 000,0.476
Especial 1,Untitled 000,1.743
Especial 2,Untitled 000,0.23
Especial 3,Untitled 000,0.148
Especial 4,Untitled 000,0.461
Especial 5,Untitled 000,0.432
