Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.572
Comp. Cola Columna,Untitled 000,0.424
Barren,Untitled 000,0.437
Cabeza puntual retorno,Untitled 000,0.569
Columna #1,Untitled 000,0.047
Celda # 11-B,Untitled 000,0.039
Celda # 11-C,Untitled 000,0.099
Celda #5-9,Untitled 000,0.984
Celda #(F1+F2),Untitled 000,0.582
NE Tubo 1,Untitled 000,0.031
NE Tubo 2,Untitled 000,0.639
NE Tubo 4,Untitled 000,1.123
NE Tubo 5,Untitled 000,0.466
NE Tubo 6,Untitled 000,0.13
NE Tubo 7,Untitled 000,0.208
Puntual Noroeste,Untitled 000,0.558
Barren Patios,Untitled 000,0.396
Tubo 3,Untitled 000,0.574
Especial 1,Untitled 000,0.091
Especial 2,Untitled 000,0.095
Especial 3,Untitled 000,0.091
Especial 4,Untitled 000,0.062
Especial 5,Untitled 000,0.292
Especial 6,Untitled 000,0.029
Columna #1,Untitled 000,0.608
Columna #2,Untitled 000,0.591
Columna #3,Untitled 000,0.556
Columna #4,Untitled 000,0.515
Columna #5,Untitled 000,0.459
