Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,1.154
Comp. Cola Columna,Untitled 000,0.697
Barren,Untitled 000,0.645
Cabeza puntual retorno,Untitled 000,1.060
Celda # 11-A,Untitled 000,0.477
Celda # 11-B,Untitled 000,0.548
Celda # 11-C,Untitled 000,1.538
Celda # 6-F2,Untitled 000,0.994
Celda #5-9,Untitled 000,1.696
Celda #(F1+F2),Untitled 000,1.103
NE Tubo 1,Untitled 000,0.021
NE Tubo 2,Untitled 000,0.358
NE Tubo 4,Untitled 000,1.485
NE Tubo 5,Untitled 000,1.240
NE Tubo 6,Untitled 000,1.064
NE Tubo 7,Untitled 000,2.517
Puntual Noroeste,Untitled 000,1.049
Barren Patios,Untitled 000,0.659
Tubo 3,Untitled 000,0.495
Especial 1,Untitled 000,0.345
Especial 2,Untitled 000,0.124
Especial 3,Untitled 000,0.450
Especial 4,Untitled 000,0.040
Especial 5,Untitled 000,0.058
