Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.122
Cabeza puntual retorno,Au 242.80,0.12
Celda #(F1+F2),Au 242.80,0.12
Puntual Noroeste,Au 242.80,0.148
Tubo 3,Au 242.80,0.164
NE Tubo 2,Au 242.80,0.03
NE Tubo 4,Au 242.80,0.071
Especial 1,Au 242.80,0.049
Especial 2,Au 242.80,0.021
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.01
Especial 5,Au 242.80,0.022
Columna #1,Au 242.80,0.088
Columna #2,Au 242.80,0.06
Columna #3,Au 242.80,0.024
Columna #4,Au 242.80,0.016
Columna #5,Au 242.80,0.012
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.01
Barren Patios,Au 242.80,0.012
NE Tubo 1,Au 242.80,0.097
NE Tubo 5,Au 242.80,0.014
NE Tubo 6,Au 242.80,0.027
NE Tubo 7,Au 242.80,0.419
Celda # 11-A,Au 242.80,0.018
Celda # 11-B,Au 242.80,0.03
Celda # 11-C,Au 242.80,0.006
Celda #5-9,Au 242.80,0.033
