Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.692
Comp. Cola Columna,Untitled 000,0.524
Barren,Untitled 000,0.573
Cabeza puntual retorno,Untitled 000,0.664
Celda # 11-A,Untitled 000,0.407
Celda # 11-B,Untitled 000,0.066
Celda # 11-C,Untitled 000,0.036
Celda #5-9,Untitled 000,0.029
Celda #(F1+F2),Untitled 000,0.674
NE Tubo 1,Untitled 000,0.02
NE Tubo 2,Untitled 000,0.282
NE Tubo 4,Untitled 000,0.09
NE Tubo 5,Untitled 000,0.152
NE Tubo 6,Untitled 000,0.183
NE Tubo 7,Untitled 000,0.58
Puntual Noroeste,Untitled 000,0.697
Barren Patios,Untitled 000,0.644
Tubo 3,Untitled 000,1.671
Especial 1,Untitled 000,0.063
Especial 2,Untitled 000,0.051
Especial 3,Untitled 000,0.574
Especial 4,Untitled 000,0.473
Especial 5,Untitled 000,0.056
Columna #1,Untitled 000,0.653
Columna #2,Untitled 000,0.625
Columna #3,Untitled 000,0.584
Columna #4,Untitled 000,0.534
Columna #5,Untitled 000,0.481
