Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,2.207
Comp. Cola Columna,Untitled 000,1.383
Barren,Untitled 000,1.329
Cabeza puntual retorno,Untitled 000,2.147
Celda # 11-A,Untitled 000,0.143
Celda # 11-B,Untitled 000,0.053
Celda # 11-C,Untitled 000,0.039
Celda #5-9,Untitled 000,0.594
Celda #(F1+F2),Untitled 000,2.529
NE Tubo 1,Untitled 000,0.066
NE Tubo 2,Untitled 000,1.675
NE Tubo 4,Untitled 000,2.454
NE Tubo 5,Untitled 000,0.786
NE Tubo 6,Untitled 000,3.026
NE Tubo 7,Untitled 000,0.397
Puntual Noroeste,Untitled 000,2.342
Barren Patios,Untitled 000,1.255
Tubo 3,Untitled 000,2.719
Especial 1,Untitled 000,0.118
Especial 2,Untitled 000,0.051
Especial 3,Untitled 000,0.189
Especial 4,Untitled 000,0.624
Especial 5,Untitled 000,0.068
Especial 6,Untitled 000,0.035
Columna #1,Untitled 000,1.871
Columna #2,Untitled 000,1.742
Columna #3,Untitled 000,1.6
Columna #4,Untitled 000,1.429
Columna #5,Untitled 000,1.209
