Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.540
Comp. Cola Columna,Untitled 000,0.299
Barren,Untitled 000,0.374
Cabeza puntual retorno,Untitled 000,0.509
Celda # 11-A,Untitled 000,0.043
Celda # 11-B,Untitled 000,0.046
Celda # 11-C,Untitled 000,1.236
Celda # 6-F2,Untitled 000,0.061
Celda #5-9,Untitled 000,2.615
Celda #(F1+F2),Untitled 000,0.492
NE Tubo 1,Untitled 000,0.265
NE Tubo 2,Untitled 000,0.268
NE Tubo 4,Untitled 000,0.101
NE Tubo 5,Untitled 000,0.028
NE Tubo 6,Untitled 000,0.030
NE Tubo 7,Untitled 000,0.147
Puntual Noroeste,Untitled 000,0.488
Barren Patios,Untitled 000,0.283
Tubo 3,Untitled 000,0.833
Especial 1,Untitled 000,0.746
Especial 2,Untitled 000,0.595
Especial 3,Untitled 000,0.033
Especial 4,Untitled 000,0.027
Especial 5,Untitled 000,0.678
