Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.849
Comp. Cola Columna,Untitled 000,0.478
Barren,Untitled 000,0.503
Cabeza puntual retorno,Untitled 000,0.825
Celda # 11-A,Untitled 000,1.310
Celda # 11-B,Untitled 000,0.075
Celda # 11-C,Untitled 000,0.048
Celda # 6-F2,Untitled 000,0.117
Celda #5-9,Untitled 000,0.030
Celda #(F1+F2),Untitled 000,0.828
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.293
NE Tubo 4,Untitled 000,0.213
NE Tubo 5,Untitled 000,0.152
NE Tubo 6,Untitled 000,0.324
NE Tubo 7,Untitled 000,0.327
Puntual Noroeste,Untitled 000,0.829
Barren Patios,Untitled 000,0.486
Tubo 3,Untitled 000,2.118
Especial 1,Untitled 000,0.084
Especial 2,Untitled 000,0.064
Especial 3,Untitled 000,3.062
Especial 4,Untitled 000,2.694
Especial 5,Untitled 000,0.067
