Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.729
Comp. Cola Columna,Untitled 000,0.406
Barren,Untitled 000,0.395
Cabeza puntual retorno,Untitled 000,0.787
Celda # 11-A,Untitled 000,0.109
Celda # 11-B,Untitled 000,0.062
Celda # 11-C,Untitled 000,0.033
Celda #5-9,Untitled 000,0.038
Celda #(F1+F2),Untitled 000,0.793
NE Tubo 1,Untitled 000,0.05
NE Tubo 2,Untitled 000,0.451
NE Tubo 4,Untitled 000,0.63
NE Tubo 5,Untitled 000,0.148
NE Tubo 6,Untitled 000,0.296
NE Tubo 7,Untitled 000,1.133
Puntual Noroeste,Untitled 000,0.842
Tubo 3,Untitled 000,1.389
Especial 1,Untitled 000,0.061
Especial 2,Untitled 000,0.049
Especial 3,Untitled 000,0.231
Especial 4,Untitled 000,0.357
Especial 5,Untitled 000,0.046
Especial 6,Untitled 000,0.133
