Analista,,,,,,,,,,
Fecha de inicio,16/02/2023 02:56 p. m.  GMT: 16/02/2023 08:56 p. m.,,,,,,,,,
Hoja de trabajo,SA000377-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5057,,mg/L,3.2,0.0164,-0.0013,0.0169,0.0158,0.0165
,BLANCO,-0.0225,,mg/L,53.9,-0.0007,0.0008,-0.0004,-0.0012,-0.0006
,BLANCO REACTIVO,0,,mg/L,69.7,-0.0004,0.0003,-0.0001,-0.0006,-0.0006
,SA000364-005,0.6108,,mg/L,0.5,0.0573,-0.0004,0.057,0.0576,0.0573
,SA000367-023,0.1923,,mg/L,2.2,0.0179,-0.0006,0.0175,0.0178,0.0183
,SA000367-024,0.6498,,mg/L,0.6,0.061,-0.0016,0.0606,0.0611,0.0613
,SA000367-025,0.5493,,mg/L,0.5,0.0514,-0.0012,0.0516,0.0511,0.0516
,SA000367-026,0.3394,,mg/L,1,0.0316,-0.0006,0.0315,0.0314,0.032
,PATRON,0.5222,,mg/L,4.4,0.017,-0.001,0.0167,0.0164,0.0178
,SA000367-027,0.3567,,mg/L,1,0.0333,-0.0007,0.0334,0.0335,0.0329
,SA000367-028,0.2418,,mg/L,1.3,0.0225,-0.0005,0.0221,0.0227,0.0226
,SA000367-029,0.1663,,mg/L,2.8,0.0154,-0.0003,0.0159,0.0152,0.0151
,SA000368-001,1.0205,,mg/L,0.2,0.0965,-0.0001,0.0965,0.0964,0.0967
,SA000368-003,0.3062,,mg/L,1.3,0.0285,-0.0003,0.0287,0.0288,0.0281
,PATRON,0.5054,,mg/L,1.1,0.0164,-0.0005,0.0165,0.0165,0.0162
,BLANCO,0.0102,,mg/L,30.5,0.0003,-0.0003,0.0004,0.0004,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0001,-0.0005,-0.0002,0.0007
,SA000368-005,0.2707,,mg/L,1.3,0.0252,-0.0012,0.0254,0.0254,0.0248
,SA000368-006,0.412,,mg/L,0.4,0.0385,-0.0007,0.0385,0.0386,0.0383
,SA000368-007,0.4659,,mg/L,1.3,0.0435,-0.0013,0.0429,0.0436,0.0441
,SA000368-008,0.3406,,mg/L,0.4,0.0317,-0.0011,0.0319,0.0317,0.0316
,SA000368-009,2.0522,,mg/L,0.1,0.1952,-0.0005,0.195,0.1954,0.1952
,PATRON,0.5055,,mg/L,1.9,0.0164,-0.0015,0.0168,0.0162,0.0163
,SA000368-011,0.8541,,mg/L,0.9,0.0805,-0.0006,0.0797,0.0809,0.0811
,PATRON,0.4951,,mg/L,1.1,0.0161,-0.0016,0.0162,0.0161,0.0159
,BLANCO,0.0041,,mg/L,>100,0.0001,-0.0001,-0.0001,0.0007,-0.0002
,BLANCO REACTIVO,0,,mg/L,75.3,0.0002,-0.0002,0.0003,0.0002,0
