Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.300
Cabeza puntual retorno,Untitled 000,0.302
Comp. Cola Columna,Untitled 000,0.198
Barren,Untitled 000,0.219
Celda # 11-A,Untitled 000,0.027
Celda # 11-B,Untitled 000,0.148
Celda # 11-C,Untitled 000,0.472
Celda #5-9,Untitled 000,0.700
Especial 1,Untitled 000,0.035
Especial 2,Untitled 000,0.290
Especial 3,Untitled 000,0.027
Especial 4,Untitled 000,0.031
Especial 5,Untitled 000,0.581
Columna #1,Untitled 000,0.285
Columna #2,Untitled 000,0.272
Columna #3,Untitled 000,0.253
Columna #4,Untitled 000,0.220
Columna #5,Untitled 000,0.177
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.025
NE Tubo 4,Untitled 000,0.834
NE Tubo 5,Untitled 000,0.610
NE Tubo 6,Untitled 000,0.823
NE Tubo 7,Untitled 000,0.458
Puntual Noroeste,Untitled 000,0.389
Barren Patios,Untitled 000,0.231
Tubo 3,Untitled 000,0.166
