Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.07
Cabeza puntual retorno,Au 242.80,0.068
Celda #(F1+F2),Au 242.80,0.08
Puntual Noroeste,Au 242.80,0.058
Tubo 3,Au 242.80,0.04
NE Tubo 2,Au 242.80,0.109
NE Tubo 4,Au 242.80,0.039
Especial 1,Au 242.80,0.032
Especial 2,Au 242.80,0.044
Especial 3,Au 242.80,0.007
Especial 4,Au 242.80,0.015
Especial 5,Au 242.80,0.032
Columna #1,Au 242.80,0.054
Columna #2,Au 242.80,0.037
Columna #3,Au 242.80,0.034
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.008
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.009
Barren Patios,Au 242.80,0.01
NE Tubo 1,Au 242.80,0.308
NE Tubo 5,Au 242.80,0.029
NE Tubo 6,Au 242.80,0.039
NE Tubo 7,Au 242.80,0.027
Celda # 11-A,Au 242.80,0.007
Celda # 11-B,Au 242.80,0.014
Celda # 11-C,Au 242.80,0.007
Celda #5-9,Au 242.80,0.03
