Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.993
Columna #2,Untitled 000,1.906
Columna #3,Untitled 000,1.784
Columna #4,Untitled 000,1.588
Columna #5,Untitled 000,1.399
Comp. Cabeza Columna,Untitled 000,2.084
Comp. Cola Columna,Untitled 000,1.391
Barren,Untitled 000,1.336
Cabeza puntual retorno,Untitled 000,2.063
Celda # 11-A,Untitled 000,0.490
Celda # 11-B,Untitled 000,0.024
Celda # 11-C,Untitled 000,0.006
Celda #5-9,Untitled 000,1.297
Celda #(F1+F2),Untitled 000,2.311
NE Tubo 1,Untitled 000,0.015
NE Tubo 2,Untitled 000,0.719
NE Tubo 4,Untitled 000,3.600
NE Tubo 5,Untitled 000,3.150
NE Tubo 6,Untitled 000,1.949
NE Tubo 7,Untitled 000,0.807
Puntual Noroeste,Untitled 000,2.255
Barren Patios,Untitled 000,1.248
Tubo 3,Untitled 000,2.430
Especial 1,Untitled 000,0.350
Especial 2,Untitled 000,0.038
Especial 3,Untitled 000,0.929
Especial 4,Untitled 000,2.295
Especial 5,Untitled 000,0.223
