Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Untitled 000,0.584
Comp. Cola Columna,Untitled 000,0.457
Barren,Untitled 000,0.462
Cabeza puntual retorno,Untitled 000,0.605
Celda # 11-A,Untitled 000,0.059
Celda # 11-B,Untitled 000,0.048
Celda # 11-C,Untitled 000,0.047
Celda # 6-F2,Untitled 000,0.870
Celda #5-9,Untitled 000,1.213
Celda #(F1+F2),Untitled 000,0.604
NE Tubo 1,Untitled 000,0.033
NE Tubo 2,Untitled 000,0.859
NE Tubo 4,Untitled 000,0.865
NE Tubo 5,Untitled 000,0.347
NE Tubo 6,Untitled 000,0.124
NE Tubo 7,Untitled 000,0.235
Puntual Noroeste,Untitled 000,0.569
Barren Patios,Untitled 000,0.456
Tubo 3,Untitled 000,0.527
Especial 1,Untitled 000,0.053
Especial 2,Untitled 000,0.051
Especial 3,Untitled 000,0.066
Especial 4,Untitled 000,0.078
Especial 5,Untitled 000,0.107
,,
