Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Untitled 000,1.637
Columna #2,Untitled 000,1.585
Columna #3,Untitled 000,1.511
Columna #4,Untitled 000,1.356
Columna #5,Untitled 000,1.038
Comp. Cabeza Columna,Untitled 000,1.713
Comp. Cola Columna,Untitled 000,1.066
Barren,Untitled 000,1.152
Cabeza puntual retorno,Untitled 000,1.688
Celda # 11-A,Untitled 000,0.779
Celda # 11-B,Untitled 000,0.058
Celda # 11-C,Untitled 000,0.100
Celda #5-9,Untitled 000,0.377
Celda #(F1+F2),Untitled 000,1.759
NE Tubo 1,Untitled 000,0.042
NE Tubo 2,Untitled 000,0.220
NE Tubo 4,Untitled 000,1.259
NE Tubo 5,Untitled 000,1.949
NE Tubo 6,Untitled 000,0.501
NE Tubo 7,Untitled 000,2.905
Puntual Noroeste,Untitled 000,1.735
Barren Patios,Untitled 000,1.056
Tubo 3,Untitled 000,1.909
Especial 1,Untitled 000,0.059
Especial 2,Untitled 000,0.035
Especial 3,Untitled 000,0.187
Especial 4,Untitled 000,0.625
Especial 5,Untitled 000,0.065
