Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.118
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.003
Cabeza puntual retorno,Au 242.80,0.116
Celda # 11-A,Au 242.80,0.046
Celda # 11-B,Au 242.80,0.019
Celda # 11-C,Au 242.80,0.001
Celda # 6-F2,Au 242.80,0.019
Celda #5-9,Au 242.80,0.007
Celda #(F1+F2),Au 242.80,0.124
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.112
NE Tubo 4,Au 242.80,0.068
NE Tubo 5,Au 242.80,0.034
NE Tubo 6,Au 242.80,0.071
NE Tubo 7,Au 242.80,0.125
Puntual Noroeste,Au 242.80,0.129
Barren Patios,Au 242.80,0.004
Tubo 3,Au 242.80,0.186
Especial 1,Au 242.80,0.116
Especial 2,Au 242.80,0.046
Especial 3,Au 242.80,0.107
Especial 4,Au 242.80,0.098
Especial 5,Au 242.80,0.037
