Sample ID,Analyte Name,Reported Conc (Samp)
NE Tubo 1,Untitled 000,0.152
NE Tubo 2,Untitled 000,0.056
NE Tubo 4,Untitled 000,0.059
NE Tubo 5,Untitled 000,0.209
NE Tubo 6,Untitled 000,0.022
NE Tubo 7,Untitled 000,0.444
Puntual Noroeste,Untitled 000,1.648
Barren Patios,Untitled 000,1.280
Tubo 3,Untitled 000,2.487
Comp. Cabeza Columna,Untitled 000,1.447
Comp. Cola Columna,Untitled 000,1.103
Barren,Untitled 000,1.012
Cabeza puntual retorno,Untitled 000,1.462
Celda # 11-A,Untitled 000,0.070
Celda # 11-B,Untitled 000,0.046
Celda # 11-C,Untitled 000,0.415
Celda # 6-F2,Untitled 000,0.034
Celda #5-9,Untitled 000,3.522
Celda #(F1+F2),Untitled 000,1.494
Especial 1,Untitled 000,1.552
Especial 2,Untitled 000,1.484
Especial 3,Untitled 000,0.069
Especial 4,Untitled 000,0.039
Especial 5,Untitled 000,1.736
