Analyst,,,,,,
Date Started,5/26/2025 7:57 PM  GMT: 5/27/2025 2:57 AM,,,,,
Worksheet,LC004553_24,,,,,
Comment,,,,,,
Methods,"Au,Au",,,,,
,,,,,,
Method: Au (Flame),,,,,,
,,,,,,
5/26/2025,8:42:26 PM,PATRON,0.8857,,mg/L,0.4
5/26/2025,8:42:36 PM,BLANCO,0.0061,,mg/L,70.8
5/26/2025,8:42:48 PM,REAGENT BLANK,0,,mg/L,41.1
5/26/2025,8:43:00 PM,LC004553-001,0.0937,,mg/L,1.7
5/26/2025,8:43:14 PM,LC004553-002,0.4292,,mg/L,1
5/26/2025,8:43:36 PM,LC004553-003,-0.0006,,mg/L,>100
5/26/2025,8:43:50 PM,LC004553-004,0.0027,,mg/L,69.5
5/26/2025,8:44:04 PM,LC004553-005,0.2681,,mg/L,0.2
5/26/2025,8:44:18 PM,LC004553-006,0.3706,,mg/L,0.3
5/26/2025,8:44:30 PM,PATRON,0.8781,,mg/L,1
5/26/2025,8:44:46 PM,LC004553-007,0.5355,,mg/L,1
5/26/2025,8:44:54 PM,LC004553-008,OVER,R,mg/L,0
5/26/2025,8:45:08 PM,LC004553-009,0.1757,,mg/L,0.7
5/26/2025,8:45:22 PM,LC004553-010,0.0492,,mg/L,3.3
5/26/2025,8:45:34 PM,LC004553-011,0.0742,,mg/L,3
5/26/2025,8:48:28 PM,LC004553-012,0.003,,mg/L,20.9
5/26/2025,8:48:42 PM,PATRON,0.8925,,mg/L,1.1
5/26/2025,8:49:08 PM,LC004553-014,0.1567,,mg/L,2
5/26/2025,8:49:22 PM,LC004553-015,0.2202,,mg/L,1.3
5/26/2025,8:49:34 PM,LC004553-016,0.1929,,mg/L,1.6
5/26/2025,8:49:48 PM,LC004553-017,1.6204,,mg/L,0.3
5/26/2025,8:50:00 PM,LC004553-018,0.2275,,mg/L,2.2
5/26/2025,8:50:14 PM,PATRON,0.9089,,mg/L,1.3
5/26/2025,8:50:26 PM,LC004553-019,0.139,,mg/L,1.9
5/26/2025,8:50:38 PM,LC004553-020,0.9362,,mg/L,0.9
5/26/2025,8:50:52 PM,PATRON,0.9031,,mg/L,0.4
5/26/2025,8:51:04 PM,BLANCO,0.0078,,mg/L,80.9
5/26/2025,8:51:16 PM,REAGENT BLANK,0,,mg/L,29
5/26/2025,8:51:48 PM,LC004553-013,0.1487,,mg/L,2.1
,,,,,,
Method: Au AU ALTO (Flame),,,,,,
,,,,,,
,,,,,,
5/26/2025,8:53:30 PM,LC004553-008,2.1483,,mg/L,1.2
