Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,1.521
Comp. Cola Columna,Untitled 000,0.969
Barren,Untitled 000,0.918
Cabeza puntual retorno,Untitled 000,1.523
Celda # 11-A,Untitled 000,2.749
Celda # 11-B,Untitled 000,6.232
Celda # 11-C,Untitled 000,2.99
Celda #5-9,Untitled 000,0.078
Celda #(F1+F2),Untitled 000,1.141
NE Tubo 1,Untitled 000,2.094
NE Tubo 2,Untitled 000,0.695
NE Tubo 4,Untitled 000,1.438
NE Tubo 5,Untitled 000,0.335
NE Tubo 6,Untitled 000,1.105
NE Tubo 7,Untitled 000,2.843
Puntual Noroeste,Untitled 000,1.13
Tubo 3,Untitled 000,1.088
Especial 1,Untitled 000,0.081
Especial 2,Untitled 000,0.137
Especial 3,Untitled 000,0.062
Especial 4,Untitled 000,0.076
Especial 5,Untitled 000,0.36
Especial 6,Untitled 000,0.667
