Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Untitled 000,0.354
Comp. Cola Columna,Untitled 000,0.276
Barren,Untitled 000,0.242
Cabeza puntual retorno,Untitled 000,0.356
Celda # 11-A,Untitled 000,0.071
Celda # 11-B,Untitled 000,0.046
Celda # 11-C,Untitled 000,0.036
Celda #5-9,Untitled 000,0.326
Celda #(F1+F2),Untitled 000,0.41
NE Tubo 1,Untitled 000,0.029
NE Tubo 2,Untitled 000,0.109
NE Tubo 4,Untitled 000,0.158
NE Tubo 5,Untitled 000,0.025
NE Tubo 6,Untitled 000,0.025
NE Tubo 7,Untitled 000,0.172
Puntual Noroeste,Untitled 000,0.402
Barren Patios,Untitled 000,0.234
Tubo 3,Untitled 000,1.234
Especial 1,Untitled 000,0.04
Especial 2,Untitled 000,0.029
Especial 3,Untitled 000,0.136
Especial 4,Untitled 000,0.721
Especial 5,Untitled 000,0.048
Especial 6,Untitled 000,0.014
Columna #1,Untitled 000,0.332
Columna #2,Untitled 000,0.325
Columna #3,Untitled 000,0.318
Columna #4,Untitled 000,0.298
Columna #5,Untitled 000,0.246
